"id","earnings","occ","ability","age","region","female","education","exp"
5648,2933.75,15,57,30,3,0,8,16
5649,4849.45,33,96,40,3,1,13,21
5650,3046.95,9,81,35,3,1,14,18
5651,4808.45,41,91,37,3,1,9,21
5652,2709,5,37,45,4,0,4,38
5653,4877.75,46,97,34,1,0,14,14
5654,3130.5,23,31,42,2,0,4,31
5655,3461.45,29,53,33,3,1,6,21
5656,4230.25,25,76,44,1,0,10,29
5657,5148.25,47,95,44,1,0,10,29
5658,4000.5,37,28,48,4,0,2,43
5659,5354.25,44,80,46,1,0,8,35
5660,4142.75,32,56,45,3,0,5,38
5661,5201.5,49,65,49,4,0,10,37
5662,2457.25,7,29,43,3,0,3,35
5663,3496.2,24,59,41,4,1,10,26
5664,3693.7,19,55,49,2,1,7,39
5665,4925.95,50,48,42,3,1,7,32
5666,3911.45,17,92,35,1,1,10,19
5667,4877.45,48,77,30,1,1,8,15
5668,4069.95,40,66,32,3,1,11,18
5669,3462.2,10,85,41,2,1,9,28
5670,3251.2,13,74,45,2,1,12,26
5671,4077.2,33,66,30,2,1,9,20
5672,4640.95,44,77,44,3,1,11,28
5673,5012.95,42,92,39,1,1,10,28
5674,4077.95,19,62,45,3,1,10,28
5675,3078.25,12,40,37,1,0,6,27
5676,4998.2,41,56,47,4,1,7,34
5677,4086.95,47,34,42,3,1,5,34
5678,4606.75,36,65,37,3,0,7,28
5679,3798.45,16,90,38,3,1,12,25
5680,4300.2,41,32,49,4,1,5,42
5681,4444,36,41,47,4,0,6,38
5682,3476.7,6,93,44,4,1,14,29
5683,3345.95,13,90,39,3,1,12,22
5684,3974.7,37,31,45,4,1,4,37
5685,2980.2,16,72,32,4,1,11,18
5686,4290.2,32,45,49,4,1,8,36
5687,4802,48,46,42,4,0,7,30
5688,5332.5,47,58,45,4,0,9,29
5689,3200.75,36,27,31,3,0,3,22
5690,3744.45,41,20,39,3,1,2,35
5691,5270.7,44,85,31,4,1,13,13
5692,5017,40,62,35,2,0,10,20
5693,3259.5,15,30,43,4,0,4,33
5694,3350.75,26,32,41,1,0,3,34
5695,3460.95,29,35,48,1,1,4,42
5696,5617.2,50,83,42,2,1,10,28
5697,2572.95,6,52,40,1,1,6,30
5698,2779.45,2,54,33,1,1,9,21
5699,3502.25,24,37,31,1,0,4,25
5700,3678.2,16,64,37,4,1,8,22
5701,4338.25,33,79,31,1,0,8,19
5702,3601.25,33,35,46,3,0,6,39
5703,4519.95,42,81,32,3,1,10,20
5704,2916.45,8,58,43,1,1,9,33
5705,4259.2,35,59,33,2,1,6,22
5706,3981.75,16,91,43,1,0,14,24
5707,3169.5,17,38,49,4,0,5,43
5708,4737.95,26,78,48,3,1,11,30
5709,4655.5,38,86,44,4,0,14,29
5710,2513.2,6,34,38,4,1,3,28
5711,3171.95,28,21,43,1,1,2,38
5712,3870.45,8,92,44,1,1,16,27
5713,2986.2,5,48,42,4,1,5,34
5714,4081.25,28,71,45,3,0,7,37
5715,1579.7,1,39,40,2,1,4,35
5716,4008.5,29,89,40,4,0,10,23
5717,4009.7,43,37,33,2,1,5,27
5718,4812.95,42,65,39,1,1,8,30
5719,4764.7,50,28,30,4,1,3,25
5720,3507.95,22,42,39,3,1,5,28
5721,4699,45,78,39,2,0,8,24
5722,3111,13,51,43,2,0,8,28
5723,2785.5,6,55,49,4,0,8,35
5724,3479.25,12,79,33,1,0,13,19
5725,4379.75,28,62,39,1,0,9,26
5726,3831.25,23,59,35,3,0,8,21
5727,3996.75,24,95,42,3,0,11,30
5728,5695.75,52,93,44,1,0,10,30
5729,4848.95,42,52,46,1,1,5,38
5730,4546.2,39,59,47,4,1,9,36
5731,2197,2,52,31,2,0,5,20
5732,5024.95,47,50,33,1,1,6,22
5733,3172.25,27,28,38,1,0,3,29
5734,3442.45,27,66,36,1,1,7,23
5735,3431.95,33,43,33,1,1,6,22
5736,3930.5,38,45,33,4,0,7,19
5737,4405.45,29,82,37,3,1,11,25
5738,2098.45,5,39,46,3,1,4,41
5739,2275.25,8,27,36,1,0,4,25
5740,4488.5,36,98,32,2,0,10,19
5741,5235.2,46,81,36,4,1,13,16
5742,4776,47,57,46,2,0,9,32
5743,3437.25,26,59,44,3,0,10,27
5744,4165.2,34,74,41,2,1,8,32
5745,2097.25,4,49,35,3,0,7,27
5746,3187.45,12,71,44,3,1,10,33
5747,4469.5,29,66,39,4,0,8,25
5748,3074.2,5,92,43,4,1,10,32
5749,4463.2,38,57,49,2,1,8,38
5750,5197.45,43,91,30,1,1,12,17
5751,2791.7,20,28,45,4,1,3,37
5752,3103.75,24,35,34,3,0,5,26
5753,4211.45,33,48,47,1,1,5,35
5754,5324.45,40,99,32,1,1,10,19
5755,2351.2,11,27,33,4,1,3,24
5756,3156.95,11,54,31,3,1,6,18
5757,3984.5,30,39,48,2,0,3,39
5758,3388,26,45,36,2,0,5,26
5759,3363.25,21,46,34,1,0,7,25
5760,2831.2,4,85,35,4,1,10,22
5761,4949.2,32,90,39,4,1,14,20
5762,2927.5,22,44,40,4,0,5,31
5763,4766.95,32,69,42,3,1,11,26
5764,2432.7,9,64,38,2,1,7,27
5765,4024.25,27,63,45,3,0,6,33
5766,2894.25,5,64,30,3,0,7,19
5767,4966.75,33,78,41,3,0,11,28
5768,4589.7,38,59,47,2,1,8,37
5769,4279.45,18,95,42,3,1,13,27
5770,4577.95,37,46,45,3,1,7,34
5771,3398.75,13,92,46,1,0,15,28
5772,2952,2,86,44,2,0,10,30
5773,3212.5,13,58,34,2,0,6,21
5774,4410.75,38,55,43,1,0,6,30
5775,4970.45,44,75,37,3,1,8,25
5776,2923.2,20,22,32,2,1,3,26
5777,3099.95,21,20,33,1,1,2,24
5778,2665,2,73,42,2,0,11,26
5779,4878.95,38,95,41,1,1,13,22
5780,4287.5,17,95,44,4,0,10,33
5781,3065.7,3,97,37,4,1,16,15
5782,2990.5,20,39,44,2,0,5,37
5783,5847.75,49,92,36,1,0,13,16
5784,3001.2,24,41,48,4,1,6,40
5785,4434.75,19,90,47,3,0,12,30
5786,4699.25,50,38,38,3,0,4,29
5787,3176.45,16,36,36,1,1,4,27
5788,4176.75,43,59,40,1,0,7,30
5789,4273.95,44,27,36,3,1,3,28
5790,3793.5,18,92,36,4,0,15,15
5791,1901.7,3,21,38,2,1,2,31
5792,4569.7,31,81,43,4,1,11,27
5793,3688.95,20,97,34,1,1,15,14
5794,3021,7,57,37,4,0,8,26
5795,4626.7,47,35,37,2,1,6,29
5796,4536.25,47,27,39,1,0,4,31
5797,4580.75,38,87,39,3,0,13,22
5798,4363.95,33,65,38,1,1,11,20
5799,3983.45,14,93,32,3,1,10,17
5800,3900.75,41,29,48,3,0,3,44
5801,2738.45,15,60,30,3,1,6,21
5802,2841,6,62,31,2,0,6,18
5803,5345,47,80,37,2,0,14,20
5804,3658,21,86,40,2,0,11,24
5805,4404.25,36,53,41,3,0,8,31
5806,3237.25,20,28,40,1,0,4,29
5807,3639.7,39,34,43,4,1,5,37
5808,2954.95,8,52,40,1,1,8,30
5809,2288.5,6,24,49,4,0,3,45
5810,3772.45,27,41,46,1,1,4,37
5811,4356.7,26,82,30,2,1,12,11
5812,3328.25,26,23,41,1,0,3,37
5813,3779.7,29,65,37,2,1,9,21
5814,5164.2,50,51,30,2,1,7,20
5815,4617,44,31,45,4,0,3,40
5816,4167.7,42,61,39,2,1,7,31
5817,4620.2,38,52,45,4,1,6,38
5818,3016.95,24,28,46,1,1,3,38
5819,3908.7,22,82,43,4,1,13,29
5820,5528.95,48,94,39,3,1,15,18
5821,4018.75,19,85,42,1,0,12,24
5822,3146.75,8,76,49,1,0,11,34
5823,4617.5,45,29,41,4,0,3,31
5824,3097.45,21,38,36,1,1,6,29
5825,2207.2,9,24,32,4,1,4,26
5826,3807.95,22,53,45,3,1,6,34
5827,4788.25,40,72,34,1,0,8,25
5828,4952,39,93,30,4,0,15,10
5829,1867.5,9,24,46,4,0,2,37
5830,3179.5,14,48,40,2,0,6,33
5831,4853.7,49,37,45,2,1,5,33
5832,6119.2,50,96,37,4,1,15,18
5833,2745.7,17,34,48,4,1,3,39
5834,3600.7,25,39,40,4,1,4,35
5835,4889,37,76,32,2,0,9,16
5836,1785.5,3,41,31,4,0,5,25
5837,3715.5,12,95,34,4,0,16,17
5838,4926.25,47,91,42,3,0,9,29
5839,3638,30,62,47,2,0,8,32
5840,2710.5,20,38,40,2,0,4,31
5841,3108,9,62,44,2,0,10,28
5842,3678.25,30,49,48,1,0,8,35
5843,3294.25,24,20,37,1,0,2,31
5844,5231.75,43,69,48,1,0,11,34
5845,4762.95,44,52,44,1,1,9,28
5846,2765.45,12,28,36,1,1,2,29
5847,3125.5,12,42,47,2,0,6,39
5848,4166.5,29,69,39,4,0,10,25
5849,4201.2,39,61,37,4,1,7,28
5850,4500.2,43,62,38,2,1,6,28
5851,4755.25,37,54,42,3,0,9,29
5852,2751.95,18,24,31,3,1,2,22
5853,4658.5,43,54,37,2,0,7,27
5854,3611,10,95,45,2,0,10,32
5855,3376,37,22,38,4,0,2,30
5856,5347.75,48,65,36,1,0,11,18
5857,4201.25,24,78,38,3,0,7,25
5858,2988.5,14,48,43,4,0,7,33
5859,3857.5,33,22,40,4,0,2,33
5860,3225.75,9,93,40,3,0,16,22
5861,4323.75,33,87,36,3,0,12,20
5862,2745.25,26,23,34,1,0,4,29
5863,3958.7,28,62,40,2,1,7,31
5864,4484.45,45,47,42,3,1,6,33
5865,3338.7,13,84,30,2,1,12,17
5866,2882.25,13,58,40,3,0,7,31
5867,3927.25,39,29,34,3,0,4,29
5868,4025.5,36,57,47,2,0,6,39
5869,5255.75,50,37,46,3,0,6,36
5870,5321.5,44,92,45,4,0,15,27
5871,5531.2,49,67,42,4,1,8,30
5872,4476.25,39,43,31,1,0,4,21
5873,2998.75,2,57,41,3,0,8,28
5874,4074.25,42,50,32,1,0,6,25
5875,5051,39,70,48,2,0,12,32
5876,4096.45,50,29,36,3,1,3,27
5877,4519.5,44,77,40,2,0,10,27
5878,2687.45,6,81,44,1,1,8,31
5879,4805.5,35,95,42,4,0,12,29
5880,2698.95,14,43,39,3,1,6,30
5881,3812.2,38,49,36,4,1,7,24
5882,4123.75,25,94,47,1,0,11,32
5883,4102.45,46,36,39,1,1,3,31
5884,4074.45,17,92,30,3,1,14,11
5885,2675.5,10,63,41,2,0,10,27
5886,2895.45,6,51,33,3,1,7,21
5887,3280,15,88,39,2,0,14,18
5888,2389.75,19,23,40,1,0,2,32
5889,3886.5,32,79,39,2,0,9,29
5890,3640.75,27,44,42,1,0,6,30
5891,4773.75,43,65,38,3,0,10,24
5892,3185.7,20,82,32,4,1,8,17
5893,3846,17,95,46,4,0,9,32
5894,2786.5,11,63,39,2,0,7,29
5895,4626.25,35,60,44,1,0,10,29
5896,3728.25,16,91,45,3,0,10,29
5897,4016.2,25,88,32,2,1,13,12
5898,2906.5,28,27,49,2,0,4,43
5899,3065,8,79,32,2,0,9,20
5900,3855.25,21,90,46,1,0,15,29
5901,2584.2,5,25,49,2,1,4,44
5902,4530.95,50,59,39,1,1,6,30
5903,3186.2,31,21,46,4,1,2,38
5904,1937.75,2,49,47,1,0,8,38
5905,4401.5,32,44,41,4,0,7,27
5906,4930.5,44,88,48,4,0,15,31
5907,4294.5,35,61,36,2,0,7,23
5908,5081,48,88,38,4,0,15,20
5909,4100.2,31,45,37,4,1,6,26
5910,4649.95,43,49,40,3,1,6,30
5911,3506.25,23,80,32,1,0,14,13
5912,3772,17,66,32,4,0,9,20
5913,5371.5,49,74,30,2,0,10,13
5914,3706.5,20,71,40,4,0,11,23
5915,2988.45,8,50,31,1,1,7,17
5916,4612,37,57,49,4,0,8,36
5917,4239.45,17,98,41,1,1,15,25
5918,2796.75,7,53,39,1,0,9,24
5919,3088.95,5,87,34,1,1,11,18
5920,4299,37,58,40,2,0,8,30
5921,2033.5,1,48,44,4,0,4,37
5922,4420.2,41,47,48,2,1,7,40
5923,5620.7,50,90,37,4,1,9,23
5924,4929.25,23,97,46,1,0,17,25
5925,4182.25,13,94,43,1,0,13,27
5926,4117.5,21,86,48,4,0,9,33
5927,4934.95,49,88,35,1,1,11,18
5928,3901.95,43,48,32,1,1,5,26
5929,3713.7,42,25,39,2,1,2,35
5930,2427.45,7,69,40,1,1,8,29
5931,4120.5,27,58,35,4,0,8,21
5932,4536,43,79,39,4,0,8,30
5933,5357.25,50,67,39,1,0,10,25
5934,4960.25,38,94,33,3,0,14,17
5935,4274.7,44,32,44,4,1,4,35
5936,3731.2,21,52,42,2,1,8,28
5937,1977.95,1,22,30,1,1,3,24
5938,2454.2,3,59,43,2,1,7,32
5939,3489.5,13,73,35,4,0,10,21
5940,4442.25,29,70,39,3,0,12,21
5941,3662.25,34,60,32,3,0,9,21
5942,2780.95,12,23,41,3,1,3,34
5943,2670.2,5,92,31,2,1,13,12
5944,3337.45,25,21,45,1,1,2,37
5945,4263.75,37,67,48,3,0,11,32
5946,5879.95,50,85,37,1,1,13,22
5947,3680.7,26,46,38,4,1,7,27
5948,3295.95,14,87,44,3,1,11,30
5949,3295.7,24,43,45,2,1,5,33
5950,4824.45,50,46,43,3,1,6,33
5951,4833.25,31,92,35,1,0,14,17
5952,3272.45,20,43,33,1,1,4,23
5953,4362.7,31,63,41,2,1,8,31
5954,3455.45,34,29,39,1,1,3,31
5955,5164.95,38,66,49,3,1,10,32
5956,5089.2,51,77,45,2,1,8,36
5957,3866.45,20,87,33,1,1,11,17
5958,5826.25,47,87,40,1,0,14,19
5959,5582.95,42,83,48,3,1,13,32
5960,4818.5,39,90,31,2,0,14,13
5961,3249.7,27,22,37,4,1,3,33
5962,4325.75,36,77,35,3,0,10,22
5963,3472,12,86,33,2,0,12,16
5964,2220.25,11,31,39,3,0,3,35
5965,2474.7,8,46,35,4,1,5,25
5966,4726,40,96,39,4,0,9,24
5967,3471.2,12,67,41,4,1,9,26
5968,4098.2,30,96,37,2,1,13,22
5969,4042.5,25,54,44,4,0,9,33
5970,3668.7,37,32,47,2,1,5,39
5971,3941.75,36,66,33,3,0,7,22
5972,3356.75,15,65,30,3,0,7,20
5973,4235.5,32,78,36,2,0,9,25
5974,5113.45,45,56,39,3,1,7,29
5975,5056,43,54,43,4,0,8,34
5976,4315.45,17,90,41,1,1,12,25
5977,4423.2,31,97,49,2,1,16,28
5978,3917.2,15,94,35,4,1,12,20
5979,3957.7,30,53,44,4,1,5,33
5980,2133.7,6,35,45,4,1,5,33
5981,2693,3,78,36,4,0,11,20
5982,3756.75,25,47,30,1,0,6,22
5983,4822.95,38,88,46,1,1,10,30
5984,5499.5,46,96,39,4,0,13,21
5985,4732.25,49,31,45,1,0,5,39
5986,3134.2,13,60,35,2,1,9,20
5987,2934.5,11,81,41,2,0,11,29
5988,4566.25,38,82,37,3,0,13,17
5989,5220.25,47,90,48,1,0,13,31
5990,3015.7,11,29,45,2,1,4,37
5991,4153.2,29,95,42,2,1,16,24
5992,3903.45,28,61,46,3,1,8,31
5993,4255,37,57,34,2,0,9,20
5994,5373.45,52,98,32,3,1,15,13
5995,3573.25,31,23,35,1,0,4,27
5996,2885.45,18,29,48,1,1,3,39
5997,2539.45,20,31,45,1,1,3,39
5998,3677.25,22,62,49,3,0,7,41
5999,3240.95,20,25,42,3,1,4,36
6000,5272.2,47,63,38,4,1,9,24
6001,2441.25,13,55,32,3,0,8,19
6002,2256.25,11,30,35,3,0,5,27
6003,2634.95,20,36,37,1,1,5,26
6004,5740.75,50,94,43,3,0,16,22
6005,3201.2,24,57,40,4,1,8,30
6006,4399.75,28,82,45,1,0,13,26
6007,2696.25,9,52,36,1,0,9,25
6008,4356.7,41,65,42,4,1,10,25
6009,2640.2,6,51,49,4,1,6,38
6010,2276.2,8,24,45,2,1,2,42
6011,3078.5,8,75,49,4,0,12,35
6012,3604.75,19,83,47,3,0,9,36
6013,4074.5,44,39,49,4,0,4,41
6014,3546.75,28,58,41,3,0,6,30
6015,2365,8,53,43,4,0,7,34
6016,2960,14,65,49,4,0,9,38
6017,3941.95,29,52,43,3,1,7,32
6018,4266.5,29,48,43,4,0,5,31
6019,4706,40,63,48,2,0,7,40
6020,3279.7,15,53,38,4,1,5,27
6021,4157.75,32,42,33,3,0,6,20
6022,4115,23,88,44,4,0,12,26
6023,2303.7,3,59,44,2,1,7,31
6024,4878.2,46,62,42,4,1,8,32
6025,3632.75,7,90,40,3,0,13,24
6026,5050.25,42,91,44,1,0,14,29
6027,1794.95,2,25,49,1,1,4,44
6028,3932.95,44,41,33,1,1,6,26
6029,5086.45,46,84,33,3,1,14,17
6030,3573,30,31,44,2,0,3,40
6031,4193,40,33,49,2,0,4,38
6032,5186.95,44,67,41,1,1,11,26
6033,3609.75,9,82,36,3,0,12,22
6034,3550.45,25,31,40,1,1,4,31
6035,4346.95,33,68,32,3,1,7,20
6036,5235.25,46,64,30,3,0,9,17
6037,3831.5,27,70,33,2,0,12,17
6038,5645.5,51,76,36,2,0,12,17
6039,2716.25,7,85,32,1,0,13,17
6040,3814.75,23,90,30,3,0,9,14
6041,3141.95,8,69,44,1,1,8,32
6042,3869.7,40,45,37,4,1,6,25
6043,3162.7,6,80,37,4,1,12,19
6044,5331.95,36,95,47,1,1,14,28
6045,4816,33,98,39,4,0,15,20
6046,3753.5,24,67,46,2,0,10,33
6047,3138,18,31,40,4,0,4,32
6048,4542.5,39,88,39,2,0,9,23
6049,3227.25,18,81,32,1,0,14,17
6050,4013.7,8,97,47,4,1,15,29
6051,4439.5,47,51,31,4,0,6,23
6052,3295.25,12,59,34,1,0,6,25
6053,3519.45,24,31,32,3,1,3,23
6054,5134.2,47,59,35,4,1,9,22
6055,3372.2,34,34,38,4,1,4,28
6056,4571.2,25,80,38,2,1,12,22
6057,5464.7,50,69,47,2,1,11,29
6058,4975.5,46,52,46,2,0,8,31
6059,2315.95,4,32,45,3,1,4,36
6060,3308.2,35,20,38,4,1,3,28
6061,2129.25,1,38,43,3,0,4,37
6062,3850,18,87,43,2,0,15,22
6063,3565.25,21,51,32,1,0,5,23
6064,3627.45,17,60,44,1,1,10,29
6065,5434.7,44,80,43,4,1,8,31
6066,2753.95,13,58,41,3,1,9,26
6067,2256.45,5,54,36,1,1,6,25
6068,1916,4,24,33,2,0,3,24
6069,3848.75,15,69,42,1,0,9,30
6070,3364.7,26,33,47,2,1,4,39
6071,3773.75,11,75,44,1,0,11,28
6072,3530.45,13,67,35,3,1,9,19
6073,3633.25,27,25,38,3,0,4,31
6074,2913,19,37,36,2,0,5,30
6075,3905.95,43,45,38,3,1,5,30
6076,4225.25,29,80,44,1,0,14,23
6077,3169.5,20,67,33,4,0,10,21
6078,3555,18,91,42,4,0,11,30
6079,3863.7,38,48,33,2,1,7,21
6080,4510,29,94,47,2,0,11,30
6081,4042.2,25,72,37,4,1,8,22
6082,4707.2,33,96,45,2,1,13,28
6083,3469.2,11,62,38,2,1,8,26
6084,4988,40,96,47,4,0,15,26
6085,3729.25,33,67,32,1,0,9,21
6086,2651.5,10,40,42,2,0,4,37
6087,4448.95,49,25,37,1,1,3,28
6088,3376.5,26,25,31,4,0,3,23
6089,4757.5,37,58,41,2,0,6,29
6090,4132.95,37,38,40,1,1,5,32
6091,3894.75,19,68,34,3,0,10,20
6092,2877.45,18,29,46,3,1,3,41
6093,4952.45,42,71,30,1,1,9,19
6094,5772.5,51,97,38,2,0,12,23
6095,2518.5,10,39,37,4,0,6,25
6096,3597.2,16,64,43,2,1,7,30
6097,2577.45,13,48,40,1,1,7,27
6098,3409.95,28,21,36,1,1,3,32
6099,3447.45,13,52,46,3,1,7,33
6100,3131.95,5,83,39,3,1,13,22
6101,3891.45,23,62,42,1,1,6,33
6102,3012.2,16,22,40,2,1,3,36
6103,3776.25,39,34,47,1,0,4,41
6104,5240.7,51,84,44,4,1,11,29
6105,5442.25,49,90,44,1,0,15,25
6106,3885.7,27,84,37,2,1,9,23
6107,5111.45,48,92,40,3,1,12,25
6108,2318.95,5,35,40,3,1,5,28
6109,2486.5,8,59,37,4,0,10,25
6110,3334.5,18,57,36,2,0,8,25
6111,4373.25,48,42,46,1,0,6,37
6112,2762,13,24,40,2,0,3,36
6113,1711.95,2,35,38,1,1,3,30
6114,3653.5,26,45,45,4,0,6,33
6115,4515.25,33,81,34,1,0,14,15
6116,3658.95,13,88,39,1,1,11,26
6117,5185.7,47,85,49,4,1,12,31
6118,4560.45,32,88,33,3,1,8,21
6119,4885.95,29,96,47,3,1,10,34
6120,3281.95,16,42,47,1,1,6,38
6121,3210.45,17,84,33,1,1,9,21
6122,3136,11,79,49,4,0,11,36
6123,4673.7,39,72,32,2,1,9,17
6124,4458.7,42,26,35,4,1,4,29
6125,2541.7,5,23,48,4,1,2,43
6126,3448.2,17,75,46,2,1,8,32
6127,4246.5,39,38,44,4,0,3,37
6128,2820.2,22,31,45,2,1,4,38
6129,5166.45,41,75,48,1,1,9,35
6130,2495.45,13,40,42,3,1,6,29
6131,3610.25,21,79,30,1,0,9,17
6132,4921,43,85,41,2,0,12,22
6133,1995.25,13,21,45,3,0,3,41
6134,4114.5,44,49,43,2,0,4,35
6135,4520.5,32,60,41,4,0,7,33
6136,3115.5,18,66,40,4,0,6,29
6137,3186.25,12,84,46,1,0,14,31
6138,4314.25,21,74,45,3,0,11,31
6139,3678.45,30,41,42,1,1,5,35
6140,2864.5,10,77,41,2,0,13,27
6141,3755.5,31,35,30,4,0,5,19
6142,3809.25,21,73,33,1,0,12,19
6143,4174,32,94,34,4,0,13,14
6144,3519,19,57,43,4,0,7,34
6145,4355.2,30,70,37,4,1,12,24
6146,2341.45,9,42,46,3,1,4,37
6147,5338.2,52,95,33,2,1,11,16
6148,3707.5,20,68,31,2,0,10,19
6149,4696,33,91,40,4,0,12,22
6150,4148,47,31,37,4,0,3,30
6151,4686.7,38,46,48,4,1,7,39
6152,5459,42,98,37,4,0,16,16
6153,3020.45,25,26,33,1,1,3,29
6154,3870.75,25,57,42,1,0,7,30
6155,5354.45,42,86,31,3,1,14,11
6156,4888.5,48,37,30,4,0,4,25
6157,4248.75,31,92,46,3,0,13,26
6158,3790.2,37,60,34,2,1,7,22
6159,4108.25,43,50,30,1,0,8,19
6160,3911.75,20,57,44,3,0,9,28
6161,4187.5,29,90,39,4,0,12,25
6162,3532.95,11,77,31,3,1,8,16
6163,5504.5,50,72,32,2,0,9,19
6164,4149,40,59,48,2,0,9,34
6165,2115.45,3,57,45,1,1,8,33
6166,4399.7,49,22,49,2,1,3,45
6167,2604.5,13,33,33,2,0,3,23
6168,5170.25,36,98,30,1,0,13,11
6169,4894.2,48,61,41,2,1,6,34
6170,4750.7,36,64,39,2,1,11,25
6171,3743.7,31,27,30,4,1,2,21
6172,5010.7,48,61,44,4,1,8,35
6173,5448.45,52,95,36,3,1,12,17
6174,4271.25,35,79,40,1,0,10,29
6175,1909.45,1,32,49,3,1,5,39
6176,5379.75,49,69,36,3,0,7,28
6177,3934.75,21,62,40,1,0,6,32
6178,4420.75,46,24,42,3,0,4,36
6179,3023.75,13,71,37,3,0,10,20
6180,4399.95,48,47,47,1,1,5,40
6181,4555.95,28,79,46,1,1,13,30
6182,4369.25,36,77,41,3,0,8,29
6183,3847.7,25,70,38,4,1,10,27
6184,2481.5,5,46,37,4,0,7,29
6185,3081.25,15,59,48,3,0,8,33
6186,3930.75,35,62,46,3,0,8,34
6187,3505.45,18,51,43,1,1,7,31
6188,5326.25,48,64,46,3,0,10,29
6189,2641.75,19,20,34,1,0,3,26
6190,3560.5,24,50,37,4,0,6,29
6191,2558.5,6,52,41,4,0,8,29
6192,2668,19,28,49,4,0,4,38
6193,3424.5,22,40,30,4,0,4,21
6194,1908.5,2,23,49,2,0,2,43
6195,2788.2,12,73,32,2,1,10,16
6196,2733.7,5,33,49,2,1,5,41
6197,5504,47,82,46,2,0,10,32
6198,4029.7,49,28,45,2,1,2,37
6199,4137.7,48,44,31,4,1,4,25
6200,4606.75,31,96,40,3,0,12,22
6201,3926.95,25,65,47,1,1,11,30
6202,3591.95,31,34,44,1,1,4,34
6203,5091.45,51,75,41,1,1,10,27
6204,2441.45,6,37,42,3,1,5,31
6205,2643.95,15,64,34,1,1,7,26
6206,4362,43,46,43,2,0,4,38
6207,3407,17,99,34,2,0,15,16
6208,3199.7,20,22,48,4,1,2,41
6209,2378.2,16,32,35,2,1,5,24
6210,1895.45,9,29,38,1,1,4,31
6211,2854.75,8,82,31,3,0,12,14
6212,3165.25,21,56,46,1,0,8,31
6213,4514.45,33,56,37,3,1,8,23
6214,2562.25,14,47,33,3,0,5,23
6215,2994.7,3,66,35,2,1,10,19
6216,2445.2,4,75,34,2,1,9,18
6217,3920.7,34,68,47,2,1,9,37
6218,3639.45,33,44,48,3,1,7,39
6219,5132.7,50,87,32,4,1,10,19
6220,5373.95,46,86,45,1,1,12,28
6221,5160.2,30,91,45,4,1,14,26
6222,4827.45,46,35,35,1,1,4,25
6223,3606,20,46,45,2,0,7,34
6224,5162,46,65,30,2,0,9,16
6225,2711.2,12,46,30,2,1,5,24
6226,4347.25,30,58,43,1,0,8,31
6227,5708.45,51,90,30,1,1,13,13
6228,2891.7,6,62,46,4,1,10,35
6229,1964.45,3,45,39,1,1,7,29
6230,2380.5,9,35,42,4,0,3,33
6231,4882.45,28,99,47,1,1,15,29
6232,3986.75,41,42,32,3,0,5,20
6233,2953.45,13,38,35,1,1,6,27
6234,3997.7,25,75,37,2,1,10,25
6235,4812.25,47,28,43,3,0,3,37
6236,4046.2,14,98,49,4,1,13,30
6237,3823.45,44,32,45,1,1,4,39
6238,4555.95,35,83,33,1,1,10,18
6239,2229.5,4,54,39,2,0,5,29
6240,3730.7,30,29,49,2,1,3,41
6241,3435.95,17,98,34,3,1,11,22
6242,4071,42,35,44,4,0,3,36
6243,3972.95,31,81,30,3,1,13,14
6244,2698.45,24,33,34,1,1,5,23
6245,3204.25,23,38,31,1,0,5,21
6246,4528.95,50,27,47,1,1,3,38
6247,3416.95,15,73,49,3,1,12,32
6248,3789.75,37,29,41,1,0,5,34
6249,4146,26,98,35,2,0,10,22
6250,5049,39,89,44,4,0,11,26
6251,2842,4,64,37,2,0,11,22
6252,2998,5,83,48,2,0,11,36
6253,2412.75,7,21,31,3,0,2,24
6254,4404.7,23,85,33,2,1,13,17
6255,2946,32,23,37,2,0,2,32
6256,4203.2,32,84,48,4,1,9,38
6257,3018.2,12,62,41,2,1,10,28
6258,3423.5,14,67,38,2,0,9,25
6259,2803.5,20,42,32,4,0,4,23
6260,4525.75,38,87,31,1,0,11,18
6261,3529.75,20,60,36,3,0,8,24
6262,5379.5,45,87,31,4,0,13,17
6263,5297.2,43,99,33,4,1,12,14
6264,2867.45,19,53,33,3,1,5,21
6265,4186.95,16,88,42,3,1,14,22
6266,3876.95,28,68,35,1,1,12,16
6267,3747.7,25,48,31,4,1,5,23
6268,3502.75,24,42,44,3,0,6,32
6269,2640.45,21,36,47,1,1,3,41
6270,4631,30,88,39,4,0,12,24
6271,3925.95,27,41,40,3,1,5,34
6272,3520.7,37,33,31,2,1,5,21
6273,2771.95,11,44,34,3,1,7,20
6274,4057.95,32,65,46,1,1,8,36
6275,4965.25,40,81,31,3,0,10,15
6276,4590.25,33,91,33,1,0,9,23
6277,3319.2,19,59,38,4,1,7,24
6278,3165,15,52,49,2,0,7,38
6279,4671.7,29,96,40,2,1,10,29
6280,5187.25,47,87,35,1,0,14,15
6281,4897.95,49,28,45,1,1,3,40
6282,4423.45,50,51,30,3,1,6,21
6283,5103.5,34,91,38,4,0,10,27
6284,2816.5,8,82,37,2,0,13,19
6285,3406.75,18,31,43,1,0,4,34
6286,3092.75,4,70,43,3,0,11,30
6287,5385.75,42,89,35,1,0,10,20
6288,3542.2,34,41,40,2,1,5,32
